Date,Open,High,Low,Close,Adj Close,Volume
1996-12-01,10.062500,10.156250,9.250000,9.812500,6.245415,66055200
1997-01-01,9.687500,9.875000,8.968750,9.406250,5.986847,54013200
1997-02-01,9.437500,10.593750,9.406250,10.500000,6.682992,39154000
1997-03-01,10.375000,11.218750,10.218750,10.437500,6.670583,66533200
1997-04-01,10.406250,11.500000,10.000000,11.250000,7.189847,41965200
1997-05-01,11.187500,12.500000,10.968750,12.031250,7.689141,60806000
1997-06-01,12.125000,13.687500,12.062500,13.296875,8.526644,71786000
1997-07-01,13.265625,16.187500,13.265625,16.156250,10.360223,60053600
1997-08-01,16.156250,16.156250,14.000000,14.250000,9.137837,69514800
1997-09-01,14.250000,16.546875,14.234375,15.062500,9.684521,70779200
1997-10-01,15.000000,15.843750,13.062500,15.750000,10.126553,82446800
1997-11-01,16.000000,17.562500,15.843750,16.609375,10.679095,95384400
1997-12-01,16.640625,18.500000,15.125000,16.875000,10.879210,84889200
1998-01-01,16.984375,18.625000,16.390625,17.984375,11.594420,50510400
1998-02-01,18.218750,19.515625,18.046875,19.328125,12.460726,73555600
1998-03-01,19.281250,22.312500,19.281250,22.000000,14.217367,72700400
1998-04-01,22.000000,22.468750,20.375000,21.828125,14.106299,51200400
1998-05-01,22.000000,23.937500,21.000000,23.187500,14.984779,41767000
1998-06-01,23.187500,26.500000,23.187500,24.250000,15.703961,58747400
1998-07-01,24.625000,26.750000,23.375000,23.906250,15.481350,59316400
1998-08-01,24.031250,24.875000,17.781250,18.375000,11.899382,63208800
1998-09-01,19.750000,22.718750,17.656250,17.875000,11.598226,93031000
1998-10-01,17.500000,23.375000,15.718750,21.187500,13.747548,97449800
1998-11-01,21.156250,22.968750,20.968750,22.500000,14.599161,89436000
1998-12-01,22.093750,27.125000,21.625000,27.125000,17.637070,95478200
1999-01-01,27.125000,32.250000,25.031250,31.875000,20.725590,82404200
1999-02-01,32.000000,33.000000,28.750000,31.281250,20.339523,59300400
1999-03-01,31.500000,35.750000,30.750000,33.312500,21.694296,68413200
1999-04-01,33.937500,38.000000,31.000000,33.656250,21.918175,72700000
1999-05-01,33.656250,34.187500,29.656250,31.500000,20.513937,78199400
1999-06-01,31.812500,35.000000,28.843750,32.500000,21.197659,64018800
1999-07-01,33.375000,36.375000,32.125000,32.343750,21.095749,55320400
1999-08-01,31.750000,32.750000,28.000000,28.906250,18.853691,80983200
1999-09-01,28.968750,30.343750,27.125000,30.031250,19.619162,79793200
1999-10-01,30.000000,34.937500,29.750000,32.312500,21.109482,88783800
1999-11-01,32.468750,35.750000,29.687500,35.281250,23.048937,88475000
1999-12-01,35.187500,38.500000,32.937500,36.718750,24.027617,77874600
2000-01-01,36.125000,36.375000,31.437500,32.937500,21.553276,82824000
2000-02-01,33.000000,34.562500,26.875000,29.500000,19.303873,73091000
2000-03-01,29.468750,38.625000,28.312500,37.375000,24.495338,92317400
2000-04-01,37.281250,39.187500,31.625000,33.281250,21.812328,61237800
2000-05-01,33.500000,36.718750,30.625000,31.343750,20.542496,85900400
2000-06-01,31.000000,33.093750,25.937500,29.000000,19.033068,130457600
2000-07-01,28.687500,31.937500,28.156250,29.000000,19.033068,84953600
2000-08-01,28.812500,31.937500,21.625000,23.187500,15.218246,115159100
2000-09-01,23.250000,28.000000,23.000000,25.625000,16.852343,99519800
2000-10-01,26.250000,28.000000,22.187500,27.625000,18.167646,95376700
2000-11-01,27.125000,30.625000,24.937500,30.062500,19.770670,84030100
2000-12-01,30.750000,34.000000,26.875000,32.250000,21.249758,116020100
2001-01-01,32.625000,38.610001,32.437500,37.980000,25.025280,114892300
2001-02-01,37.980000,39.599998,33.070000,39.000000,25.697388,88300400
2001-03-01,37.900002,39.500000,32.650002,36.080002,23.809151,108280200
2001-04-01,37.000000,40.000000,33.500000,38.450001,25.373100,76707300
2001-05-01,38.459999,40.430000,36.770000,37.799999,24.944172,85011300
2001-06-01,38.000000,38.500000,34.299999,34.599998,22.865316,64880300
2001-07-01,34.900002,38.700001,32.490002,38.700001,25.574804,78773700
2001-08-01,38.500000,39.990002,34.439999,34.650002,22.898382,72336900
2001-09-01,34.849998,35.619999,26.000000,31.750000,21.012812,72011300
2001-10-01,31.950001,35.000000,28.799999,31.150000,20.615723,90022700
2001-11-01,31.350000,38.689999,30.549999,37.540001,24.844770,74696800
2001-12-01,37.049999,41.740002,35.119999,41.049999,27.207245,80463000
