Date,Open,High,Low,Close,Adj Close,Volume
2003-07-01,9.750000,10.875000,9.660000,10.555000,6.500100,36746600
2003-08-01,10.575000,13.090000,10.405000,13.035000,8.027363,51580800
2003-09-01,13.035000,13.245000,12.260000,12.405000,7.670368,40012800
2003-10-01,12.410000,15.615000,12.410000,15.245000,9.426424,42434800
2003-11-01,15.240000,17.750000,14.880000,17.250000,10.666170,47076800
2003-12-01,17.250000,17.395000,15.790000,17.150000,10.637864,46262200
2004-01-01,17.325001,20.375000,16.549999,19.650000,12.188575,55201000
2004-02-01,19.834999,20.625000,18.870001,19.570000,12.138955,51520600
2004-03-01,19.570000,20.115000,18.295000,19.950001,12.409376,45383400
2004-04-01,19.955000,20.270000,17.570000,17.815001,11.081357,40532000
2004-05-01,17.855000,20.459999,17.424999,20.275000,12.611533,51609600
2004-06-01,20.290001,22.500000,20.200001,21.305000,13.288653,41669800
2004-07-01,21.225000,23.150000,20.150000,21.950001,13.690959,46737600
2004-08-01,21.950001,22.120001,18.030001,18.565001,11.579618,72997600
2004-09-01,18.565001,20.250000,18.459999,19.120001,11.967562,49587000
2004-10-01,19.165001,22.049999,19.094999,21.590000,13.513578,49909200
2004-11-01,21.549999,23.340000,21.340000,21.875000,13.691963,62595000
2004-12-01,22.049999,23.660000,21.475000,23.365000,14.666811,63987800
2005-01-01,23.365000,24.490000,22.709999,24.125000,15.143876,43537000
2005-02-01,24.049999,27.180000,24.000000,26.879999,16.873264,45050200
2005-03-01,26.870001,27.855000,25.855000,27.690001,17.425274,50710200
2005-04-01,27.565001,28.135000,24.450001,25.415001,15.993616,45941800
2005-05-01,25.415001,30.549999,25.219999,30.520000,19.206184,53321200
2005-06-01,30.440001,35.099998,30.385000,33.985001,21.447887,54030400
2005-07-01,34.000000,37.459999,33.630001,37.009998,23.356964,33421500
2005-08-01,37.959999,37.959999,30.950001,33.580002,21.192297,62286900
2005-09-01,34.349998,37.490002,32.250000,34.320000,21.715464,54341400
2005-10-01,34.180000,35.450001,30.410000,34.650002,21.924273,48494600
2005-11-01,34.650002,39.000000,34.509998,36.880001,23.335268,43635100
2005-12-01,35.299999,38.090000,35.279999,37.400002,23.716995,39464400
2006-01-01,37.580002,42.900002,36.299999,41.720001,26.456497,43133900
2006-02-01,41.619999,42.410000,37.509998,38.000000,24.097479,34986000
2006-03-01,38.000000,42.029999,38.000000,39.180000,24.910973,40816800
2006-04-01,39.419998,42.169998,37.549999,38.330002,24.370525,30553200
2006-05-01,38.480000,39.500000,33.410000,36.830002,23.416826,58954200
2006-06-01,37.009998,37.849998,34.070000,36.500000,23.274965,48243400
2006-07-01,36.500000,37.650002,31.770000,34.299999,21.872080,46273700
2006-08-01,34.099998,37.470001,32.970001,37.349998,23.816977,62447800
2006-09-01,37.500000,43.990002,37.160000,42.299999,27.055439,61195000
2006-10-01,42.200001,49.520000,42.110001,47.349998,30.285458,45126500
2006-11-01,47.400002,50.790001,45.369999,49.020000,31.353601,65175900
2006-12-01,48.250000,51.400002,47.259998,49.340000,31.625298,44643200
2007-01-01,50.000000,55.990002,50.000000,55.709999,35.708279,47923100
2007-02-01,56.700001,59.700001,51.119999,52.980000,33.958427,48437100
2007-03-01,52.500000,53.889999,49.349998,52.939999,34.011650,71214100
2007-04-01,53.310001,56.959999,53.110001,54.919998,35.283722,32667700
2007-05-01,54.500000,56.470001,50.400002,51.930000,33.362774,65059600
2007-06-01,52.250000,54.000000,48.599998,51.119999,32.928230,60122400
2007-07-01,51.150002,51.250000,42.700001,47.580002,30.647972,81276000
2007-08-01,47.560001,53.470001,44.090000,48.099998,30.982925,94000700
2007-09-01,47.750000,52.520000,45.880001,46.889999,30.290716,66839800
2007-10-01,46.799999,50.509998,37.500000,39.439999,25.478046,121614900
2007-11-01,38.930000,39.130001,30.459999,33.540001,21.666685,157663400
2007-12-01,33.959999,39.480000,33.650002,36.730000,23.821049,93694300
2008-01-01,36.750000,39.950001,28.000000,38.849998,25.195969,146046600
2008-02-01,38.560001,40.590000,34.299999,37.029999,24.015612,110226200
2008-03-01,36.900002,39.520000,30.719999,32.599998,21.230886,118103000
2008-04-01,33.060001,38.119999,32.389999,35.259998,22.963219,93685500
2008-05-01,35.610001,38.650002,32.910000,34.980000,22.780874,120529700
2008-06-01,34.939999,36.180000,30.280001,30.299999,19.827921,97658300
2008-07-01,30.010000,32.709999,25.670000,28.740000,18.807083,128207000
2008-08-01,28.910000,33.400002,27.770000,31.100000,20.351437,95859800
2008-09-01,31.780001,37.000000,27.059999,28.820000,18.962601,137201400
2008-10-01,28.350000,28.690001,13.660000,18.040001,11.869713,182436500
2008-11-01,17.990000,18.170000,6.610000,11.370000,7.481079,156348200
2008-12-01,10.950000,14.280000,10.110000,13.310000,8.903497,145335700
2009-01-01,13.340000,16.100000,11.640000,12.690000,8.488755,117435400
2009-02-01,12.190000,14.430000,11.190000,13.470000,9.010522,123233600
2009-03-01,13.200000,17.950001,11.670000,16.750000,11.337122,139966100
2009-04-01,16.450001,23.170000,16.170000,22.629999,15.316959,132071500
2009-05-01,22.670000,25.000000,19.209999,19.690001,13.327040,143531000
2009-06-01,19.750000,23.459999,18.150000,19.889999,13.564017,111485500
2009-07-01,19.959999,26.700001,18.180000,26.440001,18.030796,98892000
2009-08-01,27.000000,30.730000,26.250000,28.040001,19.121916,104766800
2009-09-01,27.990000,32.810001,26.980000,30.540001,20.943186,94064100
2009-10-01,30.370001,36.520000,28.690001,31.780001,21.793537,109945900
2009-11-01,33.099998,35.889999,31.320000,33.450001,22.938759,95439400
2009-12-01,33.889999,38.709999,33.549999,37.580002,25.893377,54891800
2010-01-01,38.130001,39.009998,34.020000,34.540001,23.798765,57085500
2010-02-01,34.840000,37.180000,32.779999,36.939999,25.452410,66286800
2010-03-01,36.860001,42.200001,36.700001,40.849998,28.271475,53060300
2010-04-01,41.250000,46.220001,41.029999,41.330002,28.603674,64258600
2010-05-01,41.560001,44.000000,36.200001,39.700001,27.475582,89593100
2010-06-01,39.139999,40.560001,32.040001,32.189999,22.394913,81889000
2010-07-01,32.240002,35.599998,30.750000,34.000000,23.654144,77796500
2010-08-01,34.619999,35.779999,28.440001,28.920000,20.119940,84657500
2010-09-01,29.480000,38.410000,29.129999,37.200001,26.053013,77521100
2010-10-01,37.610001,39.990002,35.919998,38.509998,26.970472,74430800
2010-11-01,38.900002,43.950001,38.340000,42.799999,29.974972,58468300
2010-12-01,43.630001,43.630001,41.340000,42.380001,29.816639,42058700
2011-01-01,42.730000,43.900002,40.639999,41.180000,28.972374,45750800
2011-02-01,41.570000,47.520000,40.029999,45.259998,31.842871,56040800
2011-03-01,45.310001,45.610001,40.959999,44.880001,31.575525,67692200
2011-04-01,45.000000,48.700001,44.740002,47.549999,33.628925,42019100
2011-05-01,47.750000,49.430000,44.869999,46.830002,33.119732,56113100
2011-06-01,46.549999,47.000000,41.880001,46.939999,33.365803,60223100
2011-07-01,46.849998,52.150002,46.700001,50.160000,35.654633,44995600
2011-08-01,50.889999,50.889999,37.279999,45.459999,32.313789,114629000
2011-09-01,45.259998,49.250000,41.619999,45.680000,32.470161,61619500
2011-10-01,45.250000,53.349998,44.619999,50.689999,36.214596,69586900
2011-11-01,49.080002,51.750000,44.220001,45.279999,32.349514,60028000
2011-12-01,45.650002,50.610001,45.250000,49.709999,35.699841,43619700
2012-01-01,50.520000,50.840000,48.000000,49.380001,35.462852,42529300
2012-02-01,49.650002,54.680000,48.669998,53.619999,38.507874,49967200
2012-03-01,53.669998,56.029999,52.299999,55.720001,40.217499,30553800
2012-04-01,55.500000,56.750000,53.200001,55.860001,40.318539,30457000
2012-05-01,55.959999,57.750000,47.240002,47.369999,34.190643,57056800
2012-06-01,47.119999,51.360001,46.270000,49.689999,36.057034,49497700
2012-07-01,49.930000,55.470001,49.400002,54.139999,39.286137,39487400
2012-08-01,54.439999,58.439999,51.500000,57.830002,41.963749,50910100
2012-09-01,57.860001,58.439999,54.180000,55.180000,40.227970,29780600
2012-10-01,55.310001,58.209999,54.230000,56.770000,41.387127,34744900
2012-11-01,57.130001,58.400002,53.279999,54.090000,39.433327,41426100
2012-12-01,54.070000,54.340000,50.939999,53.500000,39.198608,45481700
2013-01-01,53.689999,56.330002,52.720001,55.230000,40.466156,43305700
2013-02-01,55.660000,56.660000,52.439999,54.220001,39.726147,40063600
2013-03-01,54.029999,55.290001,52.160000,55.230000,40.466156,36738600
2013-04-01,55.070000,57.759998,54.330002,56.590000,41.692604,31630000
2013-05-01,56.480000,61.810001,55.980000,58.820000,43.335575,37007200
2013-06-01,58.939999,60.200001,57.070000,59.939999,44.382782,21155300
2013-07-01,60.279999,63.340000,60.049999,61.240002,45.345379,24723700
2013-08-01,61.849998,62.299999,55.560001,55.730000,41.265469,43206300
2013-09-01,56.290001,58.580002,55.340000,56.200001,41.835503,31946400
2013-10-01,55.970001,61.240002,55.500000,60.470001,45.014099,32682100
2013-11-01,60.520000,63.720001,59.759998,62.209999,46.309368,32263300
2013-12-01,62.090000,62.560001,59.310001,61.799999,46.224640,23190100
2014-01-01,61.669998,62.560001,56.570000,57.450001,42.970955,31386300
2014-02-01,57.330002,61.669998,54.900002,61.480000,45.985283,39704900
2014-03-01,60.779999,63.150002,60.599998,62.450001,46.710815,29382100
2014-04-01,62.459999,64.190002,59.970001,61.279999,46.082642,28793800
2014-05-01,61.470001,70.709999,60.200001,68.059998,51.181210,41081600
2014-06-01,68.199997,69.540001,66.720001,67.930000,51.332867,22383400
2014-07-01,68.190002,70.559998,67.300003,69.230003,52.315243,21098800
2014-08-01,68.440002,70.559998,64.919998,69.250000,52.330341,33616900
2014-09-01,69.300003,71.449997,67.620003,68.370003,51.910053,24314400
2014-10-01,68.360001,73.739998,66.080002,72.610001,55.129269,35771600
2014-11-01,72.599998,77.199997,70.209999,76.360001,57.976471,31796300
2014-12-01,76.070000,80.540001,73.290001,79.389999,60.540237,23346400
2015-01-01,79.660004,80.050003,74.870003,76.199997,58.107651,24163700
2015-02-01,76.059998,81.779999,74.510002,80.430000,61.333332,31778700
2015-03-01,80.500000,83.160004,78.690002,80.320000,61.532051,22182500
2015-04-01,80.230003,80.919998,75.269997,75.559998,57.885479,21565400
2015-05-01,75.430000,78.040001,72.510002,72.639999,55.648506,30398500
2015-06-01,72.650002,76.519997,72.010002,74.500000,57.358707,23395900
2015-07-01,75.019997,80.230003,74.470001,76.309998,58.752254,24732500
2015-08-01,76.220001,79.980003,70.699997,72.879997,56.111446,38350900
2015-09-01,71.650002,75.430000,69.910004,71.709999,55.488831,24436700
2015-10-01,71.610001,75.669998,63.730000,65.209999,50.459164,44516800
2015-11-01,65.080002,67.269997,50.430000,56.310001,46.661057,88194500
2015-12-01,56.500000,57.930000,49.340000,49.810001,41.541191,83711300
2016-01-01,49.810001,50.700001,44.490002,49.099998,40.949059,72231800
2016-02-01,48.459999,53.070000,46.650002,51.320000,42.800518,99352300
2016-03-01,51.669998,59.369999,51.080002,57.209999,47.712742,59495800
2016-04-01,57.080002,57.919998,49.900002,51.130001,42.943283,60929300
2016-05-01,51.200001,51.740002,36.189999,37.980000,31.898798,142235100
2016-06-01,37.980000,40.849998,35.009998,38.049999,32.270153,84948400
2016-07-01,37.840000,45.150002,36.790001,44.230000,37.511402,60442100
2016-08-01,43.930000,53.709999,39.049999,50.459999,42.795067,97480800
2016-09-01,50.759998,52.619999,48.459999,51.880001,44.312912,59158500
2016-10-01,51.619999,55.230000,50.869999,52.000000,44.415413,54897100
2016-11-01,51.970001,62.820000,50.110001,55.919998,47.763649,89697000
2016-12-01,55.770000,61.849998,47.750000,47.930000,41.202347,65689900
2017-01-01,48.240002,49.200001,42.320000,44.220001,38.013100,61024900
2017-02-01,44.549999,48.160000,42.320000,46.660000,40.110615,83480900
2017-03-01,46.869999,47.049999,40.700001,46.570000,40.354618,66763900
2017-04-01,46.570000,48.450001,43.349998,48.270000,41.827736,45847600
2017-05-01,48.310001,50.220001,39.529999,41.799999,36.221237,81014000
2017-06-01,41.919998,48.430000,39.720001,47.830002,41.818859,83062800
2017-07-01,48.080002,50.320000,45.970001,48.570000,42.465851,30470200
2017-08-01,48.549999,49.009998,43.669998,44.619999,39.012276,47367200
2017-09-01,44.860001,48.110001,43.590000,47.150002,41.569172,48363900
2017-10-01,45.040001,45.040001,39.360001,39.650002,34.956902,64736400
2017-11-01,39.770000,46.959999,37.790001,45.450001,40.070389,60846600
2017-12-01,45.380001,49.090000,44.400002,47.380001,42.150856,37688300
2018-01-01,48.759998,53.000000,46.299999,49.310001,43.867851,42253400
2018-02-01,48.900002,54.000000,46.099998,51.310001,45.647118,38333900
2018-03-01,50.650002,53.230000,46.250000,48.410000,43.067181,44451700
2018-04-01,48.290001,52.139999,45.810001,50.560001,45.312019,30854900
2018-05-01,49.900002,51.869999,45.250000,49.029999,43.940819,57258000
2018-06-01,49.080002,53.410000,49.080002,51.779999,46.744167,40403300
2018-07-01,50.000000,54.610001,49.130001,52.410000,47.312904,49961400
2018-08-01,51.990002,63.029999,49.880001,62.849998,56.737564,83895100
2018-09-01,63.369999,66.330002,59.470001,59.810001,54.316067,42849200
2018-10-01,60.029999,67.699997,58.230000,65.769997,59.728592,54672800
2018-11-01,65.599998,67.750000,48.270000,52.869999,48.013538,69913500
2018-12-01,53.380001,53.770000,43.700001,46.610001,42.629982,54617200
2019-01-01,45.959999,49.980000,43.040001,46.410000,42.447060,70789400
2019-02-01,46.480000,47.650002,43.150002,47.279999,43.242775,64945000
2019-03-01,48.430000,48.869999,42.540001,44.380001,40.590408,59895600
2019-04-01,44.310001,46.200001,40.119999,41.020000,37.830097,59671600
2019-05-01,40.959999,41.040001,30.910000,31.299999,28.865973,93604500
2019-06-01,31.219999,33.869999,30.549999,31.860001,29.721100,78658800
2019-07-01,32.169998,33.919998,28.230000,33.110001,30.887180,91799100
2019-08-01,33.160000,33.299999,25.010000,28.969999,27.025114,150218000
2019-09-01,28.719999,35.630001,27.900000,33.669998,31.819805,89432100
2019-10-01,33.759998,38.180000,30.920000,35.900002,33.927265,61367000
2019-11-01,36.209999,38.709999,32.709999,38.169998,36.072529,87336200
2019-12-01,38.250000,41.490002,36.220001,40.930000,39.059387,51599400
2020-01-01,41.080002,43.369999,36.529999,36.860001,35.175392,59257000
2020-02-01,37.000000,41.310001,33.630001,34.700001,33.114117,49210700
2020-03-01,34.779999,35.790001,14.060000,15.340000,14.638920,143636100
2020-04-01,14.500000,22.080000,12.270000,18.780001,18.152990,141553700
2020-05-01,18.049999,19.850000,14.240000,16.129999,15.591464,151164200
2020-06-01,16.200001,24.940001,14.520000,15.490000,14.972833,262535000
2020-07-01,15.460000,16.480000,13.520000,13.690000,13.232929,177949500
2020-08-01,13.760000,18.129999,13.530000,16.000000,15.465805,205013300
2020-09-01,15.800000,16.629999,11.720000,11.920000,11.522024,204541900
2020-10-01,11.950000,14.580000,11.820000,12.100000,11.696016,193833200
2020-11-01,12.180000,29.540001,11.960000,25.920000,25.054605,301316100
2020-12-01,26.590000,32.470001,26.170000,31.209999,30.167988,133343900
2021-01-01,31.320000,42.220001,29.830000,35.450001,34.266426,107735600
2021-02-01,35.580002,38.939999,33.080002,36.450001,35.233040,68570000
2021-03-01,37.029999,46.450001,33.360001,37.869999,36.605629,95063600
2021-04-01,38.009998,38.790001,33.860001,36.680000,35.455360,58683600
2021-05-01,36.880001,43.799999,32.549999,33.540001,32.420197,86897000
2021-06-01,34.029999,37.049999,31.830000,36.570000,35.349033,68082100
2021-07-01,36.869999,37.410000,30.750000,33.099998,31.994884,56286700
2021-08-01,33.320000,38.480000,27.900000,28.610001,27.654795,142558400
2021-09-01,28.780001,30.520000,26.070000,26.450001,25.566910,95748100
2021-10-01,26.580000,29.879999,25.920000,28.730000,27.770786,74620500
2021-11-01,29.010000,36.430000,20.730000,21.170000,20.463194,161058100
